RegionID,B,G,R,hex_color
3208,48,48,48,#303030
3209,48,48,48,#303030
3210,112,112,112,#707070
3211,80,80,80,#505050
3212,208,208,208,#d0d0d0
3213,80,80,80,#505050
3214,80,80,80,#505050
3215,48,48,48,#303030
3216,80,80,80,#505050
3217,48,48,80,#503030
3218,48,48,48,#303030
3219,48,48,48,#303030
3220,48,48,48,#303030
3221,80,80,80,#505050
3222,112,112,112,#707070
3223,80,80,80,#505050
3224,48,80,48,#305030
3225,48,80,80,#505030
3226,80,80,80,#505050
3227,48,48,48,#303030
3228,48,80,80,#505030
3229,48,48,48,#303030
3230,48,48,48,#303030
3231,176,208,208,#d0d0b0
3232,144,144,176,#b09090
3233,144,144,144,#909090
3234,48,48,48,#303030
3235,80,80,80,#505050
3236,80,80,80,#505050
3237,80,80,112,#705050
3238,80,80,80,#505050
3239,48,80,48,#305030
3240,176,208,208,#d0d0b0
3241,208,208,208,#d0d0d0
3242,208,240,240,#f0f0d0
3243,80,80,112,#705050
3244,80,80,80,#505050
3245,80,112,112,#707050
3246,176,208,208,#d0d0b0
3247,48,48,48,#303030
3248,208,240,240,#f0f0d0
3249,48,80,80,#505030
3250,176,208,208,#d0d0b0
3251,80,80,80,#505050
3252,48,48,48,#303030
3253,80,80,80,#505050
3254,112,112,144,#907070
3255,112,144,144,#909070
3256,80,80,80,#505050
3257,208,240,240,#f0f0d0
3258,208,240,240,#f0f0d0
3259,240,240,240,#f0f0f0
3260,112,112,112,#707070
3261,176,176,208,#d0b0b0
3262,176,176,176,#b0b0b0
3263,208,208,208,#d0d0d0
3264,80,80,112,#705050
3265,208,240,240,#f0f0d0
3266,176,176,208,#d0b0b0
3267,208,208,240,#f0d0d0
3268,112,112,112,#707070
3269,208,240,240,#f0f0d0
3270,208,208,208,#d0d0d0
3271,208,208,208,#d0d0d0
3272,208,208,208,#d0d0d0
3273,240,240,240,#f0f0f0
3274,208,240,240,#f0f0d0
3275,208,240,240,#f0f0d0
3276,80,80,80,#505050
3277,80,80,80,#505050
3278,80,80,112,#705050
3279,208,208,208,#d0d0d0
3280,208,240,240,#f0f0d0
3281,208,240,240,#f0f0d0
3282,208,240,240,#f0f0d0
3283,80,80,80,#505050
3284,208,240,240,#f0f0d0
3285,208,208,240,#f0d0d0
3286,208,240,240,#f0f0d0
3287,240,240,240,#f0f0f0
3288,176,208,208,#d0d0b0
3289,208,240,240,#f0f0d0
